Platform,Number,Store,Address,Addr,Review_score,Review_counts,ID,Date,Review_text,Time
Google,1,파머스반브레드,서울특별시 종로구 돈화문로11가길 59 현대뜨레비앙 111호,서울 종로구,5.0,(14),정보없음,정보없음,정말 맛있는 유럽빵. 아몬드 크로아상 정말 맛있어요! 아몬드 페이스트가 가득 들어있습니다. 당신이 그 지역에 있다면 꼭 시도해야합니다. 담당자분이 참 친절하시네요.,2024-04-07 - 00:25:38
Google,1,파머스반브레드,서울특별시 종로구 돈화문로11가길 59 현대뜨레비앙 111호,서울 종로구,5.0,(14),정보없음,정보없음,"독일보다 나은 서울의 비트 베이커리, 버터가 들어간 브레첼은 꼭 먹어보세요, 꼭 먹어보세요😋…",2024-04-07 - 00:25:38
Google,1,파머스반브레드,서울특별시 종로구 돈화문로11가길 59 현대뜨레비앙 111호,서울 종로구,5.0,(14),정보없음,정보없음,이 곳 빵은 좋은 제품들로 만들어져서 비싸지만 정말 그 값을 합니다! 많이 먹어도 속이 안불편하고 너무 맛있어요. 사장님도 친절하세요 :),2024-04-07 - 00:25:38
Google,1,파머스반브레드,서울특별시 종로구 돈화문로11가길 59 현대뜨레비앙 111호,서울 종로구,5.0,(14),정보없음,정보없음,"훌륭한 음료 선택, 차분한 분위기. 케이크 선택이 하이라이트입니다. 인테리어도 너무 깔끔해요",2024-04-07 - 00:25:38
Google,1,파머스반브레드,서울특별시 종로구 돈화문로11가길 59 현대뜨레비앙 111호,서울 종로구,5.0,(14),정보없음,정보없음,구수하고 속이 편안했던 시금치 치아바타 👍…,2024-04-07 - 00:25:38
Google,1,파머스반브레드,서울특별시 종로구 돈화문로11가길 59 현대뜨레비앙 111호,서울 종로구,5.0,(14),정보없음,정보없음,주인은 매우 친절하고 완전 채식 옵션이 명확하게 표시되어 있습니다. 말린 과일이 들어있는 작은 빵 한 덩어리가 있었는데 정말 맛있었어요. 빵 껍질은 단단하고 내부는 부드러우며 너무 달지 않았습니다. 대부분의 단맛은 말린 과일에서 나왔습니다. 강력 추천.,2024-04-07 - 00:25:38
Google,1,파머스반브레드,서울특별시 종로구 돈화문로11가길 59 현대뜨레비앙 111호,서울 종로구,5.0,(14),정보없음,정보없음,"국산밀, 효모종, 기능장 세가지 조건만으로도 방문할만한 가게입니다.
작지만 강한 가게, 빵은 순수한 집이랄까요?
깜빠뉴, 쇼콜라, 앙버터 좋습니다.
시금치 치아바타 샀어야했는데ㅠ 다음엔 시금치 치아바타 갈 예정입니다~",2024-04-07 - 00:25:38
Google,1,파머스반브레드,서울특별시 종로구 돈화문로11가길 59 현대뜨레비앙 111호,서울 종로구,5.0,(14),정보없음,정보없음,배불러서 아몬드크루아상 하나만 먹어봤는데 맛있어서 눈물흘림....더 사올걸....,2024-04-07 - 00:25:38
Google,1,파머스반브레드,서울특별시 종로구 돈화문로11가길 59 현대뜨레비앙 111호,서울 종로구,5.0,(14),정보없음,정보없음,제과제빵 기능장의 집. 천연발효종 빵. 진짜 맛있어요,2024-04-07 - 00:25:38
Google,1,파머스반브레드,서울특별시 종로구 돈화문로11가길 59 현대뜨레비앙 111호,서울 종로구,5.0,(14),정보없음,정보없음,"맛있는 집입니다. 마늘빵, 프레젤은 정말 최고네요.",2024-04-07 - 00:25:38
Google,1,파머스반브레드,서울특별시 종로구 돈화문로11가길 59 현대뜨레비앙 111호,서울 종로구,5.0,(14),정보없음,정보없음,와 대박. 지나가다가 홀린 듯 들어가서 샀어요. 인증샷 찍기 전에 먹어버려서; 또 가야겠습니다 +_+,2024-04-07 - 00:25:38
Google,1,파머스반브레드,서울특별시 종로구 돈화문로11가길 59 현대뜨레비앙 111호,서울 종로구,5.0,(14),정보없음,정보없음,건강한 빵.빵 친절한~.,2024-04-07 - 00:25:38
Google,2,쁘띠통,서울특별시 종로구 자하문로6길 11-9,서울 종로구,4.3,(65),정보없음,정보없음,"집에서 만든 듯한 100% 호밀빵. 소박한 맛과 투박한 식감이 특징인데, 특출나진 않아 굳이 찾아오기보단 온라인 주문이 적당할 듯합니다. 최근 여러 곳에서 판매되는 호밀빵과 비교해 빵의 밀도가 낮아 샌드위치 등으로 사용하기 좋습니다. 이외 깜빠뉴, 우유식빵 등 식사빵과 샌드위치, 후무스, 타르트 등을 다양하게 판매합니다. 테이크아웃만 가능.",2024-04-07 - 00:27:38
Google,2,쁘띠통,서울특별시 종로구 자하문로6길 11-9,서울 종로구,4.3,(65),정보없음,정보없음,무화과 과즙 팡팡터지는 쁘띠통의 계절과일타르트 진짜 맛있어요🤍…,2024-04-07 - 00:27:38
Google,2,쁘띠통,서울특별시 종로구 자하문로6길 11-9,서울 종로구,4.3,(65),정보없음,정보없음,빵 및 다른 제품들 맛은 괜찮으나 가격이 높은 편이고 직원들이 무뚝뚝.,2024-04-07 - 00:27:38
