Platform,Number,Store,Address,Addr,Review_score,Review_counts,ID,Date,Review_text,Time
Google,1,빵나무,서울특별시 마포구 월드컵북로4길 30,서울 마포구,4.6,(80),정보없음,정보없음,"저녁 식사 후 페이스트리가 먹고 싶어서 저녁에 이곳에 와서 블루베리 케이크와 올리브 빵을 주문했습니다.

올리브 빵은 정말 달콤하기 때문에 실제 올리브 맛이 꼭 좋은 것은 아닙니다.
하지만 블루베리 케이크는 맛있고 단단하며 너무 달지 않고 맛의 균형이 잘 잡혀 있습니다.

카운터 뒤에 있는 아주머니가 너무 친절하시고 가져가라고 치즈빵 한 조각도 더 주셨어요.",2024-04-06 - 21:03:21
Google,1,빵나무,서울특별시 마포구 월드컵북로4길 30,서울 마포구,4.6,(80),정보없음,정보없음,갓 구운 케이크와 타르트를 맛볼 수 있는 작고 아늑한 카페 겸 베이커리입니다. 겨울에 재충전을 위한 완벽한 장소입니다. 페이스트리와 함께 먹기 좋은 카푸치노.,2024-04-06 - 21:03:21
Google,1,빵나무,서울특별시 마포구 월드컵북로4길 30,서울 마포구,4.6,(80),정보없음,정보없음,"상사는 최고의 요리사 모자를 쓰고 있으며 분명히 자신에 대한 요구가 높습니다.
우리 가족 모두 빵 4개와 커피를 주문했는데 정말 맛있었습니다.",2024-04-06 - 21:03:21
Google,1,빵나무,서울특별시 마포구 월드컵북로4길 30,서울 마포구,4.6,(80),정보없음,정보없음,"빵집과 점원이 너무 친절하고, 크루아상 크림의 비율도 딱 좋고, 검은깨 토스트는 다음날 먹어도 맛있어요! 큰 푸시",2024-04-06 - 21:03:21
Google,1,빵나무,서울특별시 마포구 월드컵북로4길 30,서울 마포구,4.6,(80),정보없음,정보없음,"매장이 크진 않지만 정말 다양한 빵이 있습니다
친절한 사장님 덕분에 기분이 좋았고
맛있는 빵 덕분에 좋은 기분이 배가 되었습니다
빵이 정말 정말 맛있습니다
깜파뉴는 진짜 군더더기 없는 좋은 반죽으로 잘 만든 빵의 느낌이었습니다 어디하나 흠잡을곳 없는 그런맛
좋은재료를 써서 그런지 빵이 배가 막 부르지도 않고
제가 사는 동네에 있었으면 정말 자주 왔을텐데
그 동네 사시는 분들 부럽습니다
근처 가신다면 빵 하나씩 꼭 사가세요!",2024-04-06 - 21:03:21
Google,1,빵나무,서울특별시 마포구 월드컵북로4길 30,서울 마포구,4.6,(80),정보없음,정보없음,"분위기 아늑하고 티라미수 올려진
케이크 맛있었습니다
커피도 맛있고 친절하십니다",2024-04-06 - 21:03:21
Google,1,빵나무,서울특별시 마포구 월드컵북로4길 30,서울 마포구,4.6,(80),정보없음,정보없음,"매우 추운 곳, 좋은 음식, 좋은 커피. 다양한 선택과 친절한 직원. 편안하고 차분한 음악",2024-04-06 - 21:03:21
Google,1,빵나무,서울특별시 마포구 월드컵북로4길 30,서울 마포구,4.6,(80),정보없음,정보없음,"탕종 식빵, 바삭한 바게트, 고소한 소금 빵 ... 맛난 곳",2024-04-06 - 21:03:21
Google,1,빵나무,서울특별시 마포구 월드컵북로4길 30,서울 마포구,4.6,(80),정보없음,정보없음,"홍대 안쪽길에 자리잡은 베이커리로 소보로, 단팥빵에서 부터 소금빵, 치아바타류와 같은 유행하는 빵으로 구성된 다양한 메뉴는 어떤 유행도 모두 따라 갈 수 있는 파티셰리의 엄청난 내공과 실력을 느끼게 해 주시는 것 같습니다. 옛날 단팥빵이 먹고 싶어 들렀다가 시식빵을 먹고 추가로 몇 개를 더 사고는 다음에 사올 빵까지 점찍어 놓고 왔습니다. 접근성이 조금 떨어지나 근처에 가면 꼭 다시 들러 찍어 놓은 빵을 사올 생각입니다. 이름 처럼 트랜드에 뒤쳐지지 않지만 정이 느껴지는 내공있는 베이커리라고 생각합니다.",2024-04-06 - 21:03:21
Google,1,빵나무,서울특별시 마포구 월드컵북로4길 30,서울 마포구,4.6,(80),정보없음,정보없음,"속이편안한 맛있는 빵.
가게 내부도 편안한 분위기에 우유와 빵 주문해서먹으면 정말 맛있어요.  빵이 전체적으로 부드럽고 고소해요. 소금방이 정말 맛있어요. 시식해볼 수 있는 점도 옛 느낌st 나고 좋아요.",2024-04-06 - 21:03:21
