Platform,Number,Store,Address,Addr,Review_score,Review_counts,ID,Date,Review_text,Time
Google,1,태극당 본점,서울특별시 중구 동호로24길 7,서울 중구,4.1,"(3,602)",정보없음,정보없음,"우유맛 와플 아이스크림이 맛있습니다. 가격은 3,300원, 카스텔라 6,900원, 부드럽고 바삭바삭하며 단맛이 딱 적당합니다. 프리미엄 블랙커피 5,800원과 잘 어울립니다. 선택할 수 있는 구식 케이크가 있으며 색상이 매우 강합니다. 한 곳에서는 스낵 비용을 지불하고 다른 곳에서는 음료 비용을 지불합니다. 빌릴 수 있는 수저 접시가 있습니다. 주차 공간이 없습니다.",2024-04-06 - 09:40:45
Google,1,태극당 본점,서울특별시 중구 동호로24길 7,서울 중구,4.1,"(3,602)",정보없음,정보없음,그들의 계피 화이트 라떼는 정말 놀랍습니다!,2024-04-06 - 09:40:45
Google,1,태극당 본점,서울특별시 중구 동호로24길 7,서울 중구,4.1,"(3,602)",정보없음,정보없음,이제는 가격이 너무하네요,2024-04-06 - 09:40:45
Google,1,태극당 본점,서울특별시 중구 동호로24길 7,서울 중구,4.1,"(3,602)",정보없음,정보없음,놀랍도록 맛있어요! 선택의 여지가 많고 배는 하나뿐입니다 !!,2024-04-06 - 09:40:45
Google,1,태극당 본점,서울특별시 중구 동호로24길 7,서울 중구,4.1,"(3,602)",정보없음,정보없음,"서울의 노포 빵집으로 매장 구조가 아주 클래식하고 화려하며, 빵 가격도 적당합니다. 인터넷에서 추천하는 우유맛 모중 아이스크림을 먹어봤습니다. 우유 맛은 달콤하고 진하지만, 모정의 식감은 바삭하지 않아요.",2024-04-06 - 09:40:45
Google,1,태극당 본점,서울특별시 중구 동호로24길 7,서울 중구,4.1,"(3,602)",정보없음,정보없음,우리나라에서 가장 오래된 빵집. 빵도 너무 신선하고 카페도 귀엽네요.,2024-04-06 - 09:40:45
Google,1,태극당 본점,서울특별시 중구 동호로24길 7,서울 중구,4.1,"(3,602)",정보없음,정보없음,"맛있는 데
너무 비싸요",2024-04-06 - 09:40:45
Google,1,태극당 본점,서울특별시 중구 동호로24길 7,서울 중구,4.1,"(3,602)",정보없음,정보없음,"한국의 제과 역사를 느낄 수있고 좋았러요.
맛은  최고예요",2024-04-06 - 09:40:45
Google,1,태극당 본점,서울특별시 중구 동호로24길 7,서울 중구,4.1,"(3,602)",정보없음,정보없음,운치있어요,2024-04-06 - 09:40:45
Google,1,태극당 본점,서울특별시 중구 동호로24길 7,서울 중구,4.1,"(3,602)",정보없음,정보없음,"처음 방문요
늦어서 인지 찾은빵은
소진되었지만 몇개 사서
카페에서 먹어보니
역쉬나 78년 거의
80년의 역사 전통이네요
감사와 고마움을 전합니다 ❤️ ^^!!!.",2024-04-06 - 09:40:45
