Platform,Number,Store,Address,Addr,Review_score,Review_counts,ID,Date,Review_text,Time
Google,1,도돌이표,서울특별시 은평구 진관3로 70 823동 상가 106호,서울 은평구,4.7,(14),정보없음,정보없음,맛있어요.,2024-04-07 - 08:25:08
Google,1,도돌이표,서울특별시 은평구 진관3로 70 823동 상가 106호,서울 은평구,4.7,(14),정보없음,정보없음,은평뉴타운 최고의 빵집. 성수동빵집/이촌동빵집 저리가라입니다. 일단 다 맛있어요,2024-04-07 - 08:25:08
Google,1,도돌이표,서울특별시 은평구 진관3로 70 823동 상가 106호,서울 은평구,4.7,(14),정보없음,정보없음,제가 좋아하는 빵집이에요~^^오늘은 가르치는 학생들에게  크리스마스  선물로  미리주문한 쿠키를  받아왔어요,2024-04-07 - 08:25:08
Google,1,도돌이표,서울특별시 은평구 진관3로 70 823동 상가 106호,서울 은평구,4.7,(14),정보없음,정보없음,가게 크기랑 내부가 귀엽다. 빵 종류는 유럽+한국 퓨전 스타일. 다양하고 괜찮다. 내부에 앉을 4인 / 2인 좌석 있긴 하지만 사람 많이 오가서 정신이 없는 편.,2024-04-07 - 08:25:08
Google,1,도돌이표,서울특별시 은평구 진관3로 70 823동 상가 106호,서울 은평구,4.7,(14),정보없음,정보없음,"가격은 주변에 비해 다소 높지만, 매일 신선한 건강하고 맛있는 빵을 먹을 수 있습니다.",2024-04-07 - 08:25:08
Google,1,도돌이표,서울특별시 은평구 진관3로 70 823동 상가 106호,서울 은평구,4.7,(14),정보없음,정보없음,사람들 평만 듣고 흑미크림(?) 맘모스빵 사봤는데 부드럽고 맛있네요 커피나 우유하고 잘 어울릴것 같고 크림이 약간 달긴하지만 자극적이지는 않아 먹기에 편했습니다. 계속 들를것 같네요,2024-04-07 - 08:25:08
Google,1,도돌이표,서울특별시 은평구 진관3로 70 823동 상가 106호,서울 은평구,4.7,(14),정보없음,정보없음,사랑하는 동네 빵집.,2024-04-07 - 08:25:08
Google,1,도돌이표,서울특별시 은평구 진관3로 70 823동 상가 106호,서울 은평구,4.7,(14),정보없음,정보없음,"도돌이표 빵을 좋아하는데 오늘 알게된 새로운 사실 여기 커피도 맛있다는 거~!
디저트에 어울리는 커피를 내놓으시다니~!!
집근처에 맛난 빵집에서 내가 좋아하는 뻑뻑한 스콘과 그에 어울리는 커피
좋아요*^^*",2024-04-07 - 08:25:08
Google,1,도돌이표,서울특별시 은평구 진관3로 70 823동 상가 106호,서울 은평구,4.7,(14),정보없음,정보없음,디저트가 너무 맛있고 사장님도 친절했어요,2024-04-07 - 08:25:08
Google,1,도돌이표,서울특별시 은평구 진관3로 70 823동 상가 106호,서울 은평구,4.7,(14),정보없음,정보없음,다양한 종류의 빵과 과자류가 신선하고 맛이 정말 좋네요.,2024-04-07 - 08:25:08
Google,1,도돌이표,서울특별시 은평구 진관3로 70 823동 상가 106호,서울 은평구,4.7,(14),정보없음,정보없음,재료를 엄선하여 정성껏 만드는 것 같습니다.,2024-04-07 - 08:25:08
Google,2,시월구일 베이커리,서울특별시 은평구 응암동 은평로16길 22,서울 은평구,4.2,(15),정보없음,정보없음,"맛 손 가게 추천
방문하면 한 가득
조기 품절 상품은 아쉬움 남김.",2024-04-07 - 08:28:00
Google,2,시월구일 베이커리,서울특별시 은평구 응암동 은평로16길 22,서울 은평구,4.2,(15),정보없음,정보없음,은평구 주변이 이만한 빵집 못찾겠음 엄지척!!,2024-04-07 - 08:28:00
