Platform,Number,Store,Address,Addr,Review_score,Review_counts,ID,Date,Review_text,Time
Google,1,빠삐용빵,서울특별시 강남구 도산대로24길 29,서울 강남구,4.3,(4),정보없음,정보없음,"가격은 꽤 합리적이고, 이곳의 빵은 대부분 건강해 보입니다. 빵집 자체는 작으며 작은 테이블이 4개 있습니다. 일요일 오후에 왔을 때는 잉글리시 브렉퍼스트 티만 주문이 가능했어요.",2024-04-06 - 16:39:48
Google,1,빠삐용빵,서울특별시 강남구 도산대로24길 29,서울 강남구,4.3,(4),정보없음,정보없음,"없는 메뉴도 많고
분위기랑 공간 특이하고 빵도 낫배드인데
불친절하고 뭔가 대화가 잘 안되는 느낌?
버거 하나 나오는데 20분 걸립니다..",2024-04-06 - 16:39:48
Google,1,빠삐용빵,서울특별시 강남구 도산대로24길 29,서울 강남구,4.3,(4),정보없음,정보없음,페이스트리!,2024-04-06 - 16:39:48
Google,2,쁠로13,서울특별시 강남구 도산대로8길 13,서울 강남구,4.5,(114),정보없음,정보없음,"크루와상, 롤링핀이 맛있는 집. 유명한 데는 이유가 있다🥳 두입에 쏙 들어가는 작은 크루와상은 감질맛나게 하는 무언가가 있어서 한번에 살 때 왕창사게 만드는 재주가 있다. 오래 남아줬으면 좋겠다 ㅠ",2024-04-06 - 16:41:35
Google,2,쁠로13,서울특별시 강남구 도산대로8길 13,서울 강남구,4.5,(114),정보없음,정보없음,맛도좋고 작지만 서비스도 좋아요,2024-04-06 - 16:41:35
Google,2,쁠로13,서울특별시 강남구 도산대로8길 13,서울 강남구,4.5,(114),정보없음,정보없음,"지난달 #신사동_마일스톤 ☕️에서 🏆한통 쐈써는데..
#공간 쪼끔쪼끔😮‍💨 해가지고 아쉬웠는데 레시피는
그래도 적당히있어서 약간 나았어!!~",2024-04-06 - 16:41:35
Google,2,쁠로13,서울특별시 강남구 도산대로8길 13,서울 강남구,4.5,(114),정보없음,정보없음,"진짜 파리바게트보다 237463738292926배 맛있어요
전 심지어 빵순이도 아니고 빵 이나 샌드위치 안좋아하는데 이곳은 자주 생각이나요 ㅠㅠㅠ
사장님 제발 배민이나 배달 서비스도 하시면 안되나요?
제발제발
여기만큼 맛있는곳 많이 없어용
자주 못사먹어서 속땽
배달되면 일주일에 몇번씩 시켜먹을듯요
까눌래랑 샌드위치 크로아상 완전 맛있어요
비오는날은 크로아상 보다 다른 메뉴 추천해요!",2024-04-06 - 16:41:35
Google,2,쁠로13,서울특별시 강남구 도산대로8길 13,서울 강남구,4.5,(114),정보없음,정보없음,"아침 식사에 추천 빵집

미니 크루아상을 4개, 2명으로 공유했습니다.
귀여운 미니 사이즈이므로 다양한 종류를 먹을 수 있습니다. 맛있었습니다.

가게 안의 벽화가 귀여웠습니다.",2024-04-06 - 16:41:35
Google,2,쁠로13,서울특별시 강남구 도산대로8길 13,서울 강남구,4.5,(114),정보없음,정보없음,오픈했을 때 더 많은 상품이 있었다면 정말 좋았을 텐데요. 오픈하고 30분만에 갔는데 크루아상과 소금빵만 있었어요. 정말 안타까운 일입니다. 크로넛은 오후 1시쯤에 다 나온다고 하네요. 그렇다면 유명한 크로넛과 다양한 크로와상을 맛보러 오세요. 소금에 절인 빵은 좋았고 크루아상은 평균보다 좋았습니다.,2024-04-06 - 16:41:35
Google,2,쁠로13,서울특별시 강남구 도산대로8길 13,서울 강남구,4.5,(114),정보없음,정보없음,나는 말차 크로핀을 먹었다. 너무 좋았어요..... 한국을 떠나기 전에 다시 방문할 수 있었으면 좋겠습니다.,2024-04-06 - 16:41:35
Google,2,쁠로13,서울특별시 강남구 도산대로8길 13,서울 강남구,4.5,(114),정보없음,정보없음,사람이많이오면좋겠다,2024-04-06 - 16:41:35
Google,2,쁠로13,서울특별시 강남구 도산대로8길 13,서울 강남구,4.5,(114),정보없음,정보없음,"빵도 맛있고 일하시는분도 친절하신편은 아니었지만 멋지시고ᆢ
오랜만의 벗을 짬나는 틈 만나 커피한잔 하기도 좋았네용",2024-04-06 - 16:41:35
Google,2,쁠로13,서울특별시 강남구 도산대로8길 13,서울 강남구,4.5,(114),정보없음,정보없음,"크로와상이 정말 맛있는데
크로핀도 존맛탱이에여
집 근처라 회사갈 때 한바가지 사서 다 같이 먹으면 다들 넘 맛있다고 해요

오늘 크로핀은 점심에 시식으로 처음먹어보고 저녁에 다시 왔어요 차갑게 먹으면 존맛탱...",2024-04-06 - 16:41:35
Google,2,쁠로13,서울특별시 강남구 도산대로8길 13,서울 강남구,4.5,(114),정보없음,정보없음,"맛있어요!
재방문 의사있음",2024-04-06 - 16:41:35
Google,2,쁠로13,서울특별시 강남구 도산대로8길 13,서울 강남구,4.5,(114),정보없음,정보없음,크로와상은 엄청맛있네요! 직원이 살짝 불친절하여 별하나 뺍니다. 줄서서 계산기다리고 있는데 양해도 없이 뒤에 있던 고객 아까꺼에 추가한다고 먼저 계산시키고 먹고간다고 커피랑 같이 주문했는데 커피랑 빵주면서 안녕히가세요! 그냥 나가라는건가요? 그직원때매 별하나빼요!,2024-04-06 - 16:41:35
Google,2,쁠로13,서울특별시 강남구 도산대로8길 13,서울 강남구,4.5,(114),정보없음,정보없음,"맛있는 빵이 많이 있었다 💓
거대한 크로와상 🥐도 있습니다 ☺️
크지만 제대로 맛있었습니다 🤗
WiFi도 있습니다. eat-in도 takeout도 🆗💓…",2024-04-06 - 16:41:35
Google,2,쁠로13,서울특별시 강남구 도산대로8길 13,서울 강남구,4.5,(114),정보없음,정보없음,크라아상이 너무너무 맛있어요,2024-04-06 - 16:41:35
Google,2,쁠로13,서울특별시 강남구 도산대로8길 13,서울 강남구,4.5,(114),정보없음,정보없음,너무좋아해요 오늘도 혼자가서 커피랑 맛나게먹었네요 아메리카노 3000원인 부분도 좋아요 빵집이라빵은 좀비싼감 있지만 그럴만함 ♡,2024-04-06 - 16:41:35
Google,2,쁠로13,서울특별시 강남구 도산대로8길 13,서울 강남구,4.5,(114),정보없음,정보없음,맛잇어요,2024-04-06 - 16:41:35
