Platform,Number,Store,Address,Addr,Review_score,Review_counts,ID,Date,Review_text,Time
Google,1,곳간,서울특별시 서대문구 연희동 420-1,서울 서대문구,4.5,(10),정보없음,정보없음,브리오슈 식빵,2024-04-05 - 18:49:29
Google,1,곳간,서울특별시 서대문구 연희동 420-1,서울 서대문구,4.5,(10),정보없음,정보없음,신기한식빵집,2024-04-05 - 18:49:29
Google,1,곳간,서울특별시 서대문구 연희동 420-1,서울 서대문구,4.5,(10),정보없음,정보없음,"식빵 하나로 행복할 수 있는 곳,
두툼하게 썬 투박한 식빵에서 정과 빵에 대한 진심이 느껴진다.",2024-04-05 - 18:49:29
Google,1,곳간,서울특별시 서대문구 연희동 420-1,서울 서대문구,4.5,(10),정보없음,정보없음,"보통 빵맛을 살리려고 토스트해 먹는데, 곳간 빵은 그냥 먹어도 넘 맛있어요~~
수제 딸기잼도 짱맛이에요! 아쉬운 점은 무인판매로 해놓아서 사람들이 모르고 지나갈 것 같긴해요.",2024-04-05 - 18:49:29
Google,1,곳간,서울특별시 서대문구 연희동 420-1,서울 서대문구,4.5,(10),정보없음,정보없음,오래오래 있어주길 바라는 동네 빵집,2024-04-05 - 18:49:29
Google,1,곳간,서울특별시 서대문구 연희동 420-1,서울 서대문구,4.5,(10),정보없음,정보없음,"원래 월순동태찜 갔다가 들러서 사오는 맛인데, 월순동태찜 집이 이사 감",2024-04-05 - 18:49:29
Google,1,곳간,서울특별시 서대문구 연희동 420-1,서울 서대문구,4.5,(10),정보없음,정보없음,"처음 우연히 들러서 식빵을 샀는데 맛있어서 재방문했다. 그런데 직원 없이 가게만 오픈되어 있어서 깜짝 놀랐다. 무인판매 안내문을 천천히 읽어보며 크게 감동 받았다. 각박해지는 세상에 이런 분들이 존재한다니... 식빵도 쿠키도 모든 것이 빈 가게에 나란히 진열되어 있었다. 맛도 맛이지만, 사장님의 마음이 참 좋으시고 늘 행복하셨음 좋겠다. *코코넛 쿠키 정말 맛있어요!",2024-04-05 - 18:49:29
Google,1,곳간,서울특별시 서대문구 연희동 420-1,서울 서대문구,4.5,(10),정보없음,정보없음,식빵 맛있습니다. 무인판매도 합니다.,2024-04-05 - 18:49:29
Google,1,곳간,서울특별시 서대문구 연희동 420-1,서울 서대문구,4.5,(10),정보없음,정보없음,"빵집이 있는지도 모르고 지나치기 쉽다. 워낙 존재감 없이 서 있어서. 주인장도 대체로 없다. 참 알 수 없는 곳이다.
빵만큼은 맛있다. 식빵, 카스테라, 쿠키, 잼 정도를 판다. 뭘 집어도 맛있다. 보통 건강하면 맛이 없기 마련인데 여기 식빵은 건강한 맛인데도 맛있다. 촉촉한 카스테라, 사르르 녹는 쿠키는 도무지 천원이라고 믿어지지 않는다.",2024-04-05 - 18:49:29
Google,2,파파브레드,서울특별시 서대문구 북아현로2안길 6,서울 서대문구,4.6,(70),정보없음,정보없음,"얇은빵속에 많이 달지않은 가득찬 단팥빵~~
다른빵은 먼저먹고 단팥빵은 냉동실로~~
살포시 해동시켜 투게더랑 먹고 커피랑 먹고 백설기랑 먹고~~",2024-04-05 - 18:50:31
