Platform,Number,Store,Address,Addr,Review_score,Review_counts,ID,Date,Review_text,Time
Google,1,성북동빵공장,서울특별시 성북구 성북동 대사관로 40,서울 성북구,3.9,"(2,001)",정보없음,정보없음,"아늑하고 고즈넉한 분위기, 독특한 빵과 커피, 친절하고 적절한 발렛파킹 모두 좋습니다.",2024-04-06 - 19:46:47
Google,1,성북동빵공장,서울특별시 성북구 성북동 대사관로 40,서울 성북구,3.9,"(2,001)",정보없음,정보없음,빵도 맛있고 주변 경관도 좋아서 기분좋게 커피한잔 마시면서 기분 전환하기 좋아요^^,2024-04-06 - 19:46:47
Google,1,성북동빵공장,서울특별시 성북구 성북동 대사관로 40,서울 성북구,3.9,"(2,001)",정보없음,정보없음,"성북동빵공장은 야외 테이블석과 지하1층부터 2층까지 넓은 공간이라 여유롭게 차를 마실수 있다.
시그니처 빵도르와 커피로 차수다 즐기다 옴 성북동면옥집 영수증 제시하면 10%할인해준다.",2024-04-06 - 19:46:47
Google,1,성북동빵공장,서울특별시 성북구 성북동 대사관로 40,서울 성북구,3.9,"(2,001)",정보없음,정보없음,빵은 그냥저냥 빵이고 젊은이들이 상냥하진 못하지만 분위기때문에 가는곳.,2024-04-06 - 19:46:47
Google,1,성북동빵공장,서울특별시 성북구 성북동 대사관로 40,서울 성북구,3.9,"(2,001)",정보없음,정보없음,"주차하기편해요. 넓은  매장과 날씨 좋은 날에는 테라스 자리도 좋아요. 커피도 맛있고, 빵은 가격대가 좀있음. 주말에는 주차하기 힘들정도로 붐빔.",2024-04-06 - 19:46:47
Google,1,성북동빵공장,서울특별시 성북구 성북동 대사관로 40,서울 성북구,3.9,"(2,001)",정보없음,정보없음,"성북동면옥집 옆에 있는 베이커리 커피숍으로 3층에 걸친 꽤 넓은 공간 점유.
빵은 종류가 많은데 가격이 만만찮고 커피는 맛이 꽤 좋았는데 가격도 인근 카페 대비하여 저렴한 편이라 매력적.",2024-04-06 - 19:46:47
Google,1,성북동빵공장,서울특별시 성북구 성북동 대사관로 40,서울 성북구,3.9,"(2,001)",정보없음,정보없음,"토요일 오후에 방문했습니다.
빵종류 많고 매장이 꽤 컸네요.
커피맛은 보통? 빵은 맛있었어요
근데 좀 복잡해서 정신없었어요ㅎㅎ",2024-04-06 - 19:46:47
Google,1,성북동빵공장,서울특별시 성북구 성북동 대사관로 40,서울 성북구,3.9,"(2,001)",정보없음,정보없음,"외진곳에 있어 자차가 아니면 방문하기 쉽지않음.
빵도 맛있고, 커피도 괜찮음.
테이블간격이 넓어 꽤나 편함. 방문하기 좋음. 동네 특성상 높이차가 있어 계단이 많음. 특히나 빵을 추천할만함.",2024-04-06 - 19:46:47
Google,1,성북동빵공장,서울특별시 성북구 성북동 대사관로 40,서울 성북구,3.9,"(2,001)",정보없음,정보없음,북악산 자락 잠시 쉬었다갈수있는 공간.,2024-04-06 - 19:46:47
Google,1,성북동빵공장,서울특별시 성북구 성북동 대사관로 40,서울 성북구,3.9,"(2,001)",정보없음,정보없음,"빵 맛은 괜찮은 편이고 주차 공간이 있어서 차를 가져 올 수 있습니다. 1,2층에 좌석이 있어 커피랑 같이 빵먹기 좋은 편임.",2024-04-06 - 19:46:47
