,Platform,Number,Store,Address,Review_score,Review_counts,ID,Date,Review_text,Time
0,naver,1,유일케이크,서울 은평구 통일로 745-9 1.5층 유일케이크,, 209,CHACHA61,3.1.금,"우선 케이크는 늘 그래왔듯 너무너무 귀엽습니다 👍🏻 👍🏻 실물이 더 귀여워요 😆😆😆 너무 잘 구현되어서 만족스럽습니더!! 그리고 2주년 이벤트 중인데,...",2024-04-07 - 15:09:35
1,naver,2,민정씨네케이크,서울 은평구 증산로21길 16 1층,, 266,흰깝,4.6.토,덕분에 친구 출산 축하 케이크 성공적으로 했어요 발레코어케이크 넘 힙하구 눔 이뻐용♡,2024-04-07 - 15:09:46
2,naver,2,민정씨네케이크,서울 은평구 증산로21길 16 1층,, 266,햅삐씨,1.29.월,민정씨네케이크에서 맞춘 두번째 내돈내산 도시락케 이크에요! 🎉🥳 진짜 너무 만족해서 리뷰를 안 쓸 수 가 없었어요❤️ 인스타에 디자인도 다양해서 ...,2024-04-07 - 15:09:46
3,naver,2,민정씨네케이크,서울 은평구 증산로21길 16 1층,, 266,말랑코0,3.2.토,너무너무 귀여워요♡♡♡♡ 맛있고용♡♡♡,2024-04-07 - 15:09:46
4,naver,2,민정씨네케이크,서울 은평구 증산로21길 16 1층,, 266,AyounT30,23.12.18.월,"너무 예쁘게 만들어주셔서 완전 만족스러웠어요!
케이크도 예쁘고 맛도 굿👍🏻
거기다 사장님이 너무 친절하셔서 더 좋았네요 ◡̈",2024-04-07 - 15:09:46
5,naver,2,민정씨네케이크,서울 은평구 증산로21길 16 1층,, 266,als****,3.6.수,생일케이크 너무 이뻐요! ♥,2024-04-07 - 15:09:46
6,naver,2,민정씨네케이크,서울 은평구 증산로21길 16 1층,, 266,당그니77,2.5.월,"매번 이용하는 곳이에요! 저의 모든 기념일 전담 케이
크 가게! 💙 안에 케이크 시트도 엄청 맛있고 꾸덕헤
요! 항상 이쁜 케이크 만들어주셔서 감사합니...",2024-04-07 - 15:09:46
7,naver,2,민정씨네케이크,서울 은평구 증산로21길 16 1층,, 266,또로롱970,1.16.화,"넘 귀욥게 잘 만들어주세요오 사장님 넘 친절하세요
❤️ 예쁘게 선물할게용👍🏻 민정씨네케이크 추천합니
댜🥰",2024-04-07 - 15:09:46
8,naver,2,민정씨네케이크,서울 은평구 증산로21길 16 1층,, 266,noh****,2.19.월,당일케이크인데 예쁘게 잘 받았어요 ~,2024-04-07 - 15:09:46
9,naver,2,민정씨네케이크,서울 은평구 증산로21길 16 1층,, 266,쿄꾜꾜,23.11.25.토,벌써 두번째 이용이에요!! 친절한 주문제작과 넘 맘에드는 결과물 🤩😭❤️최고입니당,2024-04-07 - 15:09:46
10,naver,2,민정씨네케이크,서울 은평구 증산로21길 16 1층,, 266,말랑코0,23.12.18.월,"아 케잌 예쁜건 말할것도없고 
너무 맛있어요 진짜♡♡♡♡♡",2024-04-07 - 15:09:46
11,naver,3,1인1잔,서울 은평구 연서로 534, 4.33," 4,045",bye****,3.21.목,이왕이면 오픈런이나 저녁때 가시는것도 괜찮으실거같아요. 주중에 점심 지나고 3시쯤 방문 하였을때도 사람 많은 편이에요. 좋은 자리를 위해서는 빨리 가시는거를 추천 드려요. 은평 한옥마을 들리시기전레 여기 먼저 뷰를 감상 하시는걸 추천 드려요.,2024-04-07 - 15:13:33
12,naver,3,1인1잔,서울 은평구 연서로 534, 4.33," 4,045",미식가나다라,3.23.토,"은평한옥마을 구경하다가 유명하다고 하여 들렸습 니다 층마다 1인 1잔, 1인 1상으로 나뉘어 있는데 어디든 사람많고 외국인 관광객도 많았습니다

🏆 앙금절편 맛도리
꽃 데코도 예쁘고 특별한 메뉴, 쑥절편 맛있어요!

뷰도 너무 예쁘고 인테리어도 좋고
음료, 디저트도 맛있네요 삼박자👍👍👍
1인 1상은 대기가 좀 있었는데 다음번에는 한번쯤 이용해보고 싶다는 생각이 들었습니다 
1인 1잔 이용시, 옥상이나 3층 추천💘
재방문 의사있습니다!

⭐️⭐️⭐️⭐️⭐️",2024-04-07 - 15:13:33
13,naver,3,1인1잔,서울 은평구 연서로 534, 4.33," 4,045",아마춰리뷰어,3.24.일,"✔️ 북한산&한옥마을 뷰도 좋지만 내부도 차분하고 아늑해서 힐링돼요
✔️ 음료 맛은 괜찮고 뷰값(ㅎ)을 고려하면 가격 쏘쏘
✔️ 뷰가 잘 보이는 좌석 경쟁은 꽤 치열한지만, 꼭 창가가 아니더라도 어딜 앉든 밝고 창밖이 잘 보여요

한옥마을이 잘 보이는 좌석에 앉으려면 2층에 가야해요. 창가 주변 좌석과 그렇지 않은 좌석 비율이 4:6 정도인데, (대부분은 창에 붙은 나열 좌석이라) 1인이면 창가에 앉기 더 쉽습니다ㅎ 뷰맛집으로 유명해서 시끄러울 줄 알았는데 사람이 내부에 꽉 차도 (천장이 높고 1, 2층이 뚫려있어서인지)안 시끄럽고 차분해요. 덕분에 창가 자리 1인석 자리 났을 때 앉아서 책 잘 읽었습니다. 3층(?)은 한옥마을이 더 잘 보이는데 다인석 위주라 포기했어요.",2024-04-07 - 15:13:33
14,naver,3,1인1잔,서울 은평구 연서로 534, 4.33," 4,045",뚝배기8263,3.1.금,은평한옥마을 간다면 여기먼저 가세요. 제가 뷰 맛집 좋아해서 여기저기 가보는데 여기가 넘버원 진심 멋지고 커피도 맛있어요. 다른데서 방황하지 마세요. 은평한옥마을 골목길도 이쁘지만 여기서 보는 한옥마을뷰가 제일이었어요. 다만 주차가 규모에 비해 느무 모자람. 그것 빼곤 😆 건물 앞에 주차장 이중주차 하고 자리 없어서 난리임. 근데 뷰가 다함.,2024-04-07 - 15:13:34
15,naver,3,1인1잔,서울 은평구 연서로 534, 4.33," 4,045",디메피스,2.22.목,"✅️'곡물라떼' 카페인 없이 따뜻하게 몸 녹이기 좋은 메뉴라서 추천합니다!

✅️'앙금절편' 쫀쫀하고 달콤한 맛이 강한 메뉴에요!

✅️친절한 직원분들과 좋은 경관 덕에 힐링했어요!

🙆자주 방문할게요 :)",2024-04-07 - 15:13:34
16,naver,3,1인1잔,서울 은평구 연서로 534, 4.33," 4,045",프로맛집탐방러 아리차,1.21.일,"한옥마을을 종종 방문하는데 오늘은 마침 시간이 되서 방문해봄.
프릳츠원두를 쓴다해서 기대를 했으나 음..
그런데 테이크 아웃도 아닌데 궂이 일회용 잔에 담아주는 걸까? 
플랫 화이트는 담다 만듯하다. ㅡ,ㅡ
아무리 풍경이 좋아도 두 번은 안 갈 거 같음.
경치 맛집이니까 경치 때문에 간다면 오케이.",2024-04-07 - 15:13:34
17,naver,3,1인1잔,서울 은평구 연서로 534, 4.33," 4,045",yer****,3.9.토,"개인적으로 한옥마을 좋아해서 많이 방문하고, 이곳저곳 다녀봤지만, 한옥마을 카페중에 제일 좋아요!! 커피도 제일 맛있고 경치도 제일 좋아요🤗",2024-04-07 - 15:13:34
18,naver,3,1인1잔,서울 은평구 연서로 534, 4.33," 4,045",희동희희,2.14.수,"뷰가 끝내줘요!
평일에 방문하니 외국인 손님이 엄청 많았어요~
3층은 가구류가 있다보니 테이크아웃잔으로 주시더라고요!",2024-04-07 - 15:13:34
19,naver,3,1인1잔,서울 은평구 연서로 534, 4.33," 4,045",리뷰하는공쥬,1.17.수,"은평구에서 유명한 1인1잔 드디어 다녀와봤습니다 ! 🍵
북한산 한옥마을에 위치한 1인1잔은 1인1상이라는 밥집도 함께 운영되고있었어요.

우선 뷰는 말할것도 없고요 ..!!🏔️
운좋게 창가자리 앉고, 눈도 펑펑와서 너무나 운치있는 뷰를 감사하며 힐링했습니다🤤🌨️
다음에는 북한산이 보이는 날씨에 와보고싶더라구요.

바나나떡 굉장히 이쁘게 나와서 눈도 입도 즐거웠구요!
커피 맛도 산미 적은 커피(올드독)로 시켰는데 바나나떡이랑 환상 궁합이였어요 >____<

관광객이 많은 것 같았고, 사람이 많았습니다!!
타이밍 잘못하면 웨이팅해야할것같아요호 ~
저같은 초보운전자는 주차가 어려울 것 같슴다😣!",2024-04-07 - 15:13:34
20,naver,3,1인1잔,서울 은평구 연서로 534, 4.33," 4,045",ENFTP,3.23.토,"하나고 정문앞, 한옥박물관 초입 코너에 있는 기왓집 카페입니다. 1인1상과 1인1잔이 같이 있는 모양입니다. 1.2층에 있는 1인 1잔만 방문했습니다. 한옥마을 구경온 외국인 관광객들로 문정성시입니다. 한옥이 바로 보이는 통창은 외국인 분들께 양보하고 싶어질까봐 벽에 붙어 앉았습니다. 떡류는 맛있었어요. 밀크티는 평범 했고 라떼는 고소하고 좋았습니다. 화장실이 객석에 비해 작은 편인가봐요. 화장실 기다리는 줄이 꽤나 길었습니다. 주차도 가능하긴하지만 좁아서 다른주차장 이용했습니다.",2024-04-07 - 15:13:34
21,naver,3,1인1잔,서울 은평구 연서로 534, 4.33," 4,045",Edward Moon Lee,3.28.목,"약속에 먼저와서 기다리며 커피 한 잔

분위기도 좋고 당연히 뷰도 좋네요!

휴식하기도, 커피를 들기기도 좋은 곳!",2024-04-07 - 15:13:34
22,naver,3,1인1잔,서울 은평구 연서로 534, 4.33," 4,045",도원짱,3.3.일,"1인1잔에서커피랑 떡 주문해서 먹었는데
분위기도 좋고 편안했어요",2024-04-07 - 15:13:34
23,naver,3,1인1잔,서울 은평구 연서로 534, 4.33," 4,045",EnS,23.11.9.목,"정말멋진뷰에 깜짝놀랐어요ㅎㅎ
세상에 이런곳이있다니
친구한테 추천받아갔는데 중국인들은 어찌알고 여길오는걸까요
근처의다른카페보다 조금 저렴하고요
크로핀도맛있어요

1 2 3 4 5층까지있으니 원하는자리에앉아서 풍류를 즐겨보세요",2024-04-07 - 15:13:34
24,naver,3,1인1잔,서울 은평구 연서로 534, 4.33," 4,045",레몬사탕98,2.7.수,뷰 맛집입니다. 전층이 색다른 분위기로 인테리어 되어있어요. 야외 테라스에서 경치보면서 커피를 마셨는데 커피도 맛있고 분위기도 너무 좋았습니다.,2024-04-07 - 15:13:34
25,naver,3,1인1잔,서울 은평구 연서로 534, 4.33," 4,045",cho****,3.17.일,너무 소중해서 또 가고싶은 공간이었습니다. 감사합니다. 커피도 맛있었습니다.,2024-04-07 - 15:13:34
26,naver,3,1인1잔,서울 은평구 연서로 534, 4.33," 4,045",이수진2844,3.24.일,"다 좋아요~

다만 와이파이가 심각하게 안 좋아요. 구글링 하기도 힘들어서 스트레스 받습니다
노트북 사용하려는 분은 감안하세요",2024-04-07 - 15:13:34
27,naver,3,1인1잔,서울 은평구 연서로 534, 4.33," 4,045",앤쮸,3.3.일,"브라운플렛 주문했습니다
진짜맛있네요ㅎㅎ특히 크림이 최곱니다",2024-04-07 - 15:13:34
28,naver,3,1인1잔,서울 은평구 연서로 534, 4.33," 4,045",오리온8751,2.25.일,"유퀴즈 촬영지, 은평 한옥마을 카페
눈이 왔길래 서둘러 왔어요~ 설산뷰!
자리는 3, 4층이 제일 예쁘고
2, 5층은 좀 더 조용하네요.
브런치로 4,5층 추천합니다 ~ 1~3층 카페는 사람이 많아요..
주차는 5자리 정도로 협소하지만 일찍오면 가능합니다.",2024-04-07 - 15:13:34
29,naver,3,1인1잔,서울 은평구 연서로 534, 4.33," 4,045",ssun23,2.16.금,"날씨가 좋아서 뷰 사진이 이쁘게 나와요. 
커피도 디저트도 맛있지만, 
주차가 헬입니다 ㅠㅠ 근처 공영주차장 이용하세요.",2024-04-07 - 15:13:34
30,naver,3,1인1잔,서울 은평구 연서로 534, 4.33," 4,045",ChoeBrightness220805,2.3.토,멋지고 예쁘고 아름다운 곳입니다. 산을 바라보고 앉아있으니 마음이 편안해져서 좋습니다.,2024-04-07 - 15:13:34
31,naver,3,1인1잔,서울 은평구 연서로 534, 4.33," 4,045",CYJ,2.29.목,뿌연공기에도 예쁜뷰라니 2층뷰인데 다른층도 보러다시오고싶어요 아메리카노 산미있는타입이 고소한타입보다 좋았어요 고소한타입은 엄청진해서 물더넣어먹었어요,2024-04-07 - 15:13:34
32,naver,3,1인1잔,서울 은평구 연서로 534, 4.33," 4,045",바람같은 그녀,2.12.월,"남친이 아몬드크림라떼 너무 맛있데요
전 오미자차는 그닥이었어요
한옥마을 구경하고 쉬어가기는 괜찮은듯한데
놀라운뷰는 아니에요 
요즘 워낙 뷰좋은 곳이 많아서요 
커피 가격이 좀 비싼듯하네요",2024-04-07 - 15:13:34
33,naver,3,1인1잔,서울 은평구 연서로 534, 4.33," 4,045",mugmilk,23.11.8.수,"1~3층은 커피만 시킬 수 있고 4층 5층은 디저트나 브런치랑 음료 세트로 시킬 수 있고~
4층 5층 각각 층에서 주문하고 계산해요
6층 테라스자리에요
평일 2시에 갔더니 3~5층은 만석이었어요
5층에서 웨이팅하고 10분정도 기다리다가 앉았어요
전망이 예쁘고~~가래떡 시켰는데 김이 뿌려져있어서 맛이 있었어요!!
바닥이 온돌이 돼있어서 따뜻했어요!!",2024-04-07 - 15:13:34
34,naver,3,1인1잔,서울 은평구 연서로 534, 4.33," 4,045",ssungssung,3.1.금,"1,2층아니면 3층은 이렇게 종이컵으로 줍니다 자리도 많이 없는 곳인데…안내도 없이요 ….방문하는 고객모두 예쁜잔에 마시고 싶지 않을까요??8500원하는 오늘의 차라는 티는 그 가격에 비해 볼품과 맛이 없네요 뷰값인거 같네요 북한산과 한옥이 없으면 눈 속아 오는곳….시그니처라는 아이슈페너만 다 마시고 나왔어요",2024-04-07 - 15:13:34
35,naver,3,1인1잔,서울 은평구 연서로 534, 4.33," 4,045",김대연99,3.29.금,두번째 방문이예요ㅎㅎㅎ분위기 좋아요,2024-04-07 - 15:13:34
36,naver,3,1인1잔,서울 은평구 연서로 534, 4.33," 4,045",더블더블101,2.22.목,"오랜만에 갔는데 요즘 외국인들한테 소문 좀 났나봐요? 외국인이 절반이네요 ㅎㅎㅎㅎ
여전히 맛좋은 커피와 좋은 분위기에 굉장한 뷰~ 만족하고 갑니다",2024-04-07 - 15:13:34
37,naver,3,1인1잔,서울 은평구 연서로 534, 4.33," 4,045",아암마시따,23.11.11.토,"은평한옥마을에서 뷰가 가장 아름다운 카페!

뷰 값이 있어서 그런지 커피랑 디저트 가격대는 있는편.

4-5층은 1인 1상으로 운영하여 
주문을 받으러 와서 메뉴까지 가져다주지만
직원은 친절한듯 하나 음식을 줄때 툭-. 툭-. 소리내면서 주는게 특징! 서비스 교육 받아야할듯.",2024-04-07 - 15:13:34
38,naver,3,1인1잔,서울 은평구 연서로 534, 4.33," 4,045",시시레시코,23.11.25.토,"기와 지붕 건물이라 찾기는 쉬워요.
(은평 역사 한옥 박물관 옆), 
가기전 검색 할 때 1인1잔, 1인1상 두군데 나오던데
같은 건물내 컨셉이 다르네요.
아이가 차에서 잠들어서 남편과 두고 
저혼자 이용했어요. 뷰는 정말 끝내줍니다. 
저 혼자만 보기 너무 아깝더라고요.
레몬차 마셨는데 좀 진했으면 좋겠다라는 아쉬움은 있어요.",2024-04-07 - 15:13:34
39,naver,3,1인1잔,서울 은평구 연서로 534, 4.33," 4,045",쩝쩝박사123호,2.24.토,"주말에는 사람많고 웨이팅이 있을 수 있습니다ㅠㅠ
그치민 뷰가 너무 좋아서 두번째 방문!",2024-04-07 - 15:13:34
