,Platform,Number,Store,Address,Review_score,Review_counts,ID,Date,Review_text,Time
0,naver,2,철부지붕어빠,서울 마포구 와우산로32길 25 1층 철부지붕어빠,, 99,topbeststar,3.17.일,"붕어빵 종류별로 다 먹어봤어요~~ 슈크림 , 밭 , 모짜 , 콘버터, 붕어빵 다 맛있고 노릇노릇 하게 잘 구워주 시네요 다른곳보다 고소한듯요~~ 사장님 헤비...",2024-04-07 - 20:38:13
1,naver,2,철부지붕어빠,서울 마포구 와우산로32길 25 1층 철부지붕어빠,, 99,다먹고죽을거야,1.26.금,"통모짜, 콘버터 붕어빵을 팔아서 굳이굳이 찾아와본곳! 한번 먹어본걸로 만족함.. 매장 내부가 작지만서도 뭔가 굉장히 힙한 공간이어서 재밌었다",2024-04-07 - 20:38:13
2,naver,2,철부지붕어빠,서울 마포구 와우산로32길 25 1층 철부지붕어빠,, 99,자두 맥시멀리스트,23.12.23.토,맛있어요!! 기름지지 않고 깔끔한 맛이라 좋았습니다 팥 슈크림 모짜 먹었는데 다음엔 콘도 먹어볼게요ㅎ ㅎ 사장님들이 친절하시고 세련되셨어요 내부...,2024-04-07 - 20:38:13
3,naver,2,철부지붕어빠,서울 마포구 와우산로32길 25 1층 철부지붕어빠,, 99,soopea,2.5.월,전부터 와보고 싶었는데 좋아하는 아이돌 생일 이벤 트를 한다고 해서 다녀왔어요!! 콘버터랑 통모짜 먹었 는데 둘다 너무 맛있어요.. OMG! 그리고 무엇...,2024-04-07 - 20:38:13
4,naver,2,철부지붕어빠,서울 마포구 와우산로32길 25 1층 철부지붕어빠,, 99,1108djdj,1.13.토,ロックンロール🎸と、ロックスピリットを沢山感じ られる韓国風の붕어빵屋でした！あんことシューク リームのプンオパンはもちろんチーズとコン...,2024-04-07 - 20:38:13
5,naver,2,철부지붕어빠,서울 마포구 와우산로32길 25 1층 철부지붕어빠,, 99,beethoven01,1.13.토,홍대 오면 여기는 꼭 들려서 먹고 갑니다!! 붕어빵도 맛있고 커피도 맛있어요!! 여기 여사장님 너무 이쁘시 고 사장님 두분 다 친절하세요! 사장님 초이스...,2024-04-07 - 20:38:13
6,naver,2,철부지붕어빠,서울 마포구 와우산로32길 25 1층 철부지붕어빠,, 99,wlsrlf70,23.12.9.토,커피 이가격에 팔아도 괜찮으신가 싶을정도로 가격 너무 착한데 퀄리는 왠만한 전문점 못지 않게 맛있습 니다!! 그리고 붕어빵도 겉바 속촉으로 너무 맛...,2024-04-07 - 20:38:13
7,naver,2,철부지붕어빠,서울 마포구 와우산로32길 25 1층 철부지붕어빠,, 99,파도70,23.12.17.일,붕어빵 좋아하는 친구랑 방문했는데 붕어빵도 맛있고 커피가 정말 맛있었어요. 이날 날씨가 엄청나게 추웠 는데 커피 한 모금 마시는 순간 한파 뚫고 온 보...,2024-04-07 - 20:38:13
8,naver,2,철부지붕어빠,서울 마포구 와우산로32길 25 1층 철부지붕어빠,, 99,catneko,1.31.수,4계절 내내 붕어빵을 먹을 수있어서 행복해요~!^^,2024-04-07 - 20:38:14
9,naver,2,철부지붕어빠,서울 마포구 와우산로32길 25 1층 철부지붕어빠,, 99,가라아게맛 푸딩,23.11.14.화,오랜만에 인공적이지 않은? 싼 맛의 슈크림이 아닌 그렇게 달지도 않은 슈크림 붕어빵을 맛 봐서 기뻤어 요 재료를 아낌없이 써주셔서 정말 놀랐어요~~...,2024-04-07 - 20:38:14
10,naver,2,철부지붕어빠,서울 마포구 와우산로32길 25 1층 철부지붕어빠,, 99,먹는거좋아여,23.12.4.월,"석진이 생카 진행해주셔서 감사해요!
붕어빵도 맛있었어요💜",2024-04-07 - 20:38:14
11,naver,2,철부지붕어빠,서울 마포구 와우산로32길 25 1층 철부지붕어빠,, 99,구룸21,23.11.10.금,붕어빵 맛집이라는 소문 듣고 왔는데 역시나 붕어빵 이 맛있고 사장님이 친절하세요! 락스타 사장님이 힘 을 숨김.... 엄청난 곳이에요! 저만 알고 싶은데 ...,2024-04-07 - 20:38:14
12,naver,2,철부지붕어빠,서울 마포구 와우산로32길 25 1층 철부지붕어빠,, 99,987569,23.10.29.일,산책하다가 그 귀하다는 붕어빵 ...그것도 맛있는 붕 어빵을 먹었어요 완전 럭키! 먹느라 사진이 없네요 붕 어빵은 길거리 느낌이 아니라 완전 고급진 붕...,2024-04-07 - 20:38:14
13,naver,2,철부지붕어빠,서울 마포구 와우산로32길 25 1층 철부지붕어빠,, 99,연남웨일즈,23.12.27.수,락 스피릿을 느낄 수 있는 독특한 곳. 집 근처였으면 붕어빵 먹으러 자주 갔을 텐데ㅠㅠ 붕어빵 귀 짱 많이 주셔서 너무 좋음.,2024-04-07 - 20:38:14
14,naver,2,철부지붕어빠,서울 마포구 와우산로32길 25 1층 철부지붕어빠,, 99,긍정적인리뷰,2.4.일,이런곳이 동네에있었다니! 따뜻할때 먹으니 정말 맛있어요,2024-04-07 - 20:38:14
15,naver,2,철부지붕어빠,서울 마포구 와우산로32길 25 1층 철부지붕어빠,, 99,오늘1188,23.10.28.토,"속이 잔뜩 들어있는 붕어빵과 아메리카노 조합이 좋
았습니다. 우연히 지나다 들었는데 사장님의 친절함
과 엘비스프레슬리 음악에 운치있었어요. 고맙...",2024-04-07 - 20:38:14
